Song,Avg Rank,Best Rank,Weeks on Chart
Holiday,55.083333333333336,37,12
Holland Road,90.33333333333333,84,3
Hollon,78.42857142857143,48,7
Hollow,86.36363636363636,68,11
Hollywood,72.5,55,2
Hollywood's Bleeding,58.333333333333336,15,6
Holy,12.72,3,25
Holy Ghost,46.0,46,1
Holy Grail,13.25925925925926,4,27
Holy Ground (Taylor's Version),76.0,76,1
Holy Key,84.0,84,1
Holy Roller,65.33333333333333,37,3
Holy Smokes,80.33333333333333,50,9
Home,51.41772151898734,6,79
Home Ain't Home,47.0,47,1
Home Alone Tonight,62.78947368421053,38,19
Home Sweet,93.14285714285714,88,7
Homeboy,71.0,53,21
Homecoming,52.0,22,2
Homegrown,54.0,35,20
Homegrown Honey,77.65,53,20
Homemade,70.5625,39,16
Homemade Dynamite,92.0,92,1
Homesick,61.142857142857146,35,21
Hometown Girl,78.375,56,16
Homicide,50.5,5,6
Honest,74.08695652173913,44,23
Honey Bee,27.1,13,20
Honey; I'm Good.,29.677419354838708,9,31
Hood Go Crazy,93.28571428571429,90,7
Hoodrat,67.0,67,1
Hookah,90.27272727272727,85,11
Hooked,68.0,48,11
Hope,70.75,49,4
Hope She Cheats On You (With A Basketball Player),88.0,88,1
Hope That's True,59.0,41,2
Hope Ur OK,55.0,29,3
Hope You Get Lonely Tonight,72.35,50,20
Hopeless Romantic,93.71428571428571,72,7
Hopeless Wanderer,59.0,59,1
Hot,33.370370370370374,11,27
Hot Boy,28.03846153846154,6,26
Hot Girl Bummer,38.88095238095238,11,42
Hot Girl Summer,37.375,11,16
Hot Mess,92.25,88,4
Hot Now,81.2,66,5
Hot Shit,51.0,13,12
Hot Shower,80.875,58,8
Hot To Go!,28.32,15,25
Hot Tottie,41.9375,21,16
Hot Uptown,62.0,62,1
Hot Wind Blows,48.0,48,1
Hotel,96.0,96,1
Hotel Key,67.36842105263158,48,19
Hotel Lobby (Unc And Phew),74.13636363636364,55,22
Hotline Bling,16.25,2,36
Houdini,33.76744186046512,2,43
Hours In Silence,51.5,11,4
House Of The Rising Sun,100.0,100,1
House Party,45.4,26,20
Housekeeping Knows,85.0,85,1
Houstonfornication,53.0,53,1
How,59.0,59,1
How About Now,60.0,60,1
How Country Feels,66.0,42,20
How Deep Is Your Love,47.75,27,20
How Did I Get Here,65.0,65,1
How Did It End?,69.0,35,4
How Do I Make You Love Me?,39.0,39,1
How Do You Sleep?,33.25,24,20
How Far I'll Go,71.82051282051282,41,39
How I Feel,97.0,96,2
How I Look,90.0,90,1
How I'll Always Be,85.16666666666667,70,12
How It Feels,70.66666666666667,34,3
How Long,33.95652173913044,21,23
How Low,17.526315789473685,6,19
How Many Drinks?,82.2,69,20
How Many Times,81.2,68,15
How Not To,77.71428571428571,57,14
How The Game Go,88.0,88,1
How They Remember You,94.5,89,2
How To Hate,84.0,84,1
How To Love,18.16,5,25
How We Do (Party),76.33333333333333,62,9
How Will I Know,57.0,49,2
How Would You Feel (Paean),62.5,41,2
How You Did That,59.5,47,2
How You Get The Girl (Taylor's Version),40.0,40,1
How You Like That,62.0,33,2
Hoy Cobre,81.0,81,1
Hrs And Hrs,29.5,16,20
Human,71.76086956521739,31,46
Human Nature,56.0,56,1
Humble,86.0,86,1
Humble And Kind,52.9,30,20
Humble.,19.486486486486488,1,37
Humility,85.0,85,1
Hummingbird,95.0,90,2
Huncho Dreams,93.0,93,1
Hungry Like The Wolf / Rio,98.0,98,1
Huntin' Wabbitz,63.0,28,2
Huntin'; Fishin' And Lovin' Every Day,63.15,37,20
Hurricane,49.72727272727273,6,33
Hurry Home,99.0,99,1
Hurt Feelings,70.0,70,1
Hurt You,43.0,43,1
Hustle Hard,78.3125,60,16
Hyaena,42.0,14,2
Hymn For The Weekend,44.52173913043478,25,23
Hype,61.2,33,10
I,62.25,39,4
I Ain't Sayin',98.0,98,1
I Ain't Worried,27.933333333333334,6,30
I Almost Do,65.0,65,1
I Almost Do (Taylor's Version),59.0,59,1
I Am,70.26315789473684,55,19
I Am Beautiful,93.0,93,1
I Am Not A Human Being,65.0,65,1
I Am Not A Woman; I'm A God,64.0,64,1
I Am Not Okay,26.47826086956522,14,23
I Am The Champion,85.0,85,1
I Am Who They Say I Am,78.0,69,2
I Am Woman,88.8,74,5
I Believe I Can Fly,83.0,83,1
I Bet,71.0,43,14
I Bet My Life,59.09090909090909,28,22
I Bet You Think About Me (Taylor's Version) (From The Vault),46.0,22,2
I Called Mama,76.75,53,12
I Can Do Anything,100.0,100,1
I Can Do It With A Broken Heart,35.56666666666667,3,30
I Can Feel It,66.92307692307692,50,13
I Can Fix Him (No Really I Can),49.25,20,4
I Can Only Imagine,66.5,44,14
I Can See,68.0,68,1
I Can See You (Taylor's Version) (From The Vault),52.42857142857143,5,7
I Can Show You,66.0,66,1
I Can Take It From There,79.33333333333333,63,12
I Can Transform Ya,60.875,21,8
I Can't Get Enough,86.4,66,5
I Can't Go For That / You Make My Dreams,80.0,80,1
I Can't Love You Back,81.63636363636364,76,11
I Can't Make You Love Me,71.0,71,1
I Can't Save You (Interlude),55.0,55,1
I Can't Take It Back,69.0,69,1
I Can't Tell You Why,99.0,99,1
I Cannot Be (A Sadder Song),46.0,46,1
I Choose You,90.6,81,5
I Could Use A Love Song,82.15,56,20
I Cry,22.142857142857142,6,21
I Dare You,86.0,86,1
I Deserve A Drink,68.5,52,2
I Did It,65.5,43,2
I Didn't Change My Number,80.0,80,1
I Do,79.03448275862068,23,29
I Do It,62.666666666666664,33,3
I Don't,89.0,89,1
I Don't Care,18.205128205128204,2,39
I Don't Dance,52.85,33,20
I Don't Do Drugs,57.0,57,1
I Don't F**k With You,28.103448275862068,11,29
I Don't Get Tired (#IDGT),95.77777777777777,90,9
I Don't Know About You,65.65,39,20
I Don't Let Go,51.0,51,1
I Don't Like,88.66666666666667,73,3
I Don't Like It; I Love It,58.357142857142854,43,14
I Don't Mind,29.52173913043478,11,23
I Don't Wanna Live Forever (Fifty Shades Darker),15.521739130434783,2,23
I Don't Wanna Wait,96.0,96,1
I Don't Want This Night To End,37.04347826086956,22,23
I Dont Really Care,64.0,64,1
I Dreamed A Dream,72.6,31,5
I Drink Wine,47.0,18,2
I Drive Your Truck,67.9,47,20
I Fall Apart,26.896551724137932,16,29
I Feel It Coming,21.076923076923077,4,26
I Feel Pretty / Unpretty,53.5,22,2
I Forgot That You Existed,51.0,28,2
I Found You,92.0,89,2
I Get The Bag,24.923076923076923,11,26
I Got A Car,94.85714285714286,89,7
I Got Nothin',93.4,84,10
I Got The Boy,73.75,56,16
I Got The Keys,57.23529411764706,30,17
I Got You,75.0,43,30
I Gotta,49.0,49,1
I Gotta Feeling,29.964285714285715,9,28
I Gotta Get To You,84.07692307692308,70,13
I Guess I Just Feel Like,94.0,94,1
I Guess I'm In Love,90.0,90,1
I Guess It's Fuck Me,50.0,19,2
I Had Some Help,2.962962962962963,1,27
I Hate It Here,64.66666666666667,34,3
I Hate U,28.761904761904763,7,21
I Hate U I Love U,37.17948717948718,10,39
I Hate YoungBoy,85.5,79,4
I Have Nothing,51.0,51,1
I Heard,98.0,98,1
I Heard You're Married,62.0,62,1
I Hit It First,71.66666666666667,51,3
I Hold On,67.05263157894737,40,19
I Hope,22.919354838709676,3,62
I Hope Ur Miserable Until Ur Dead,88.0,88,1
I Hope You Find Your Way Home,79.0,65,2
I Hope You're Happy Now,59.92,27,25
I Invented Sex,71.36363636363636,54,11
I Just Had Sex,69.54545454545455,30,11
I Keep On Loving You,86.8,78,10
I Killed You,55.5,46,2
I Kissed A Girl,66.0,66,1
I Knew You Were Trouble,85.0,85,1
I Knew You Were Trouble (Taylor's Version),46.0,46,1
I Knew You Were Trouble.,23.77777777777778,2,36
I Know,75.8,46,5
I Know ?,42.18181818181818,11,22
I Know It,74.0,74,1
I Know Places (Taylor's Version),36.0,36,1
I Know Somebody,75.0,52,11
I Know What You Did Last Summer,49.8,20,20
I Know You,87.0,79,3
I Like Dat,97.0,97,1
I Like How It Feels,81.0,74,3
I Like It,21.797752808988765,1,89
I Like It Like That,50.85,28,20
I Like Me Better,53.46341463414634,27,41
I Like The Sound Of That,71.9375,52,16
I Like The Way You Kiss Me,45.473684210526315,12,19
I Like You (A Happier Song),17.055555555555557,3,36
I Lived,61.94117647058823,32,17
I Lived It,81.38888888888889,63,18
I Look In People's Windows,55.0,39,2
I Look To You,74.0,74,1
I Love It,32.36585365853659,6,41
I Love Me,46.1,18,10
I Love My Country,64.5,40,20
I Love New York / New York; New York,81.0,81,1
I Love This Life,78.83333333333333,56,18
I Love You,53.0,53,1
I Love You So,84.125,71,16
I Love You This Big,64.375,11,16
I Love You; I'm Sorry,49.5625,19,16
I Luh Ya Papi,87.5,77,2
I Luv Her,82.5,70,6
I Luv It,81.0,81,1
I Luv This Sh*t,64.0,48,20
I Made It (Cash Money Heroes),39.7,21,20
I Mean It,99.25,98,4
I Met A Girl,77.55555555555556,60,9
I Might Need Security,60.0,60,1
I Miss You,92.0,92,1
I Need A Doctor,28.4,4,20
I Need Your Love,46.18181818181818,16,33
I Never Lie,73.0,58,9
I Never Told You,68.0,48,20
I Pray,84.0,84,1
I Put A Spell On You,97.0,97,1
I Really Like You,73.3,39,20
I Remember,77.0,77,1
I Remember Everything,13.764705882352942,1,51
I Saw Mommy Kissing Santa Claus,43.0,43,1
I See You,64.52631578947368,41,19
I Should Probably Go To Bed,50.375,28,24
I Smile,93.66666666666667,85,18
"I Swear; I Really Wanted To Make A ""Rap"" Album But...",90.0,90,1
I Think,51.0,51,1
I Think He Knows,51.0,51,1
I Think I'm In Love With You,95.5,91,2
I Thought About Killing You,28.0,28,1
I Took A Pill In Ibiza,21.675675675675677,4,37
I Walk The Line,84.0,84,1
I Wanna Dance With Somebody (Who Loves Me),30.0,25,2
I Wanna Go,24.85,7,20
I Wanna Make You Close Your Eyes,72.75,61,8
I Wanna Rock,72.6923076923077,41,13
I Want Crazy,38.2,19,20
I Want It,47.0,47,1
I Want To Hold Your Hand,36.0,36,1
I Want To Know What Love Is,84.0,84,1
I Want You To Know,48.375,17,16
I Was Jack (You Were Diane),72.18181818181819,43,11
I Was Never There,35.0,35,1
I Was On A Boat That Day,61.68421052631579,37,19
I Will Always Love You,31.75,3,4
I Will Never Let You Down,88.33333333333333,77,6
I Will Not Bow,77.5,64,4
I Will Wait,36.1025641025641,12,39
I Wish,90.0,90,1
I Wish Grandpas Never Died,75.66666666666667,66,12
I Wish I Hated You,62.0,39,2
I Wish You Roses,81.5,81,2
I Wish You Would,88.5,78,2
I Wish You Would (Taylor's Version),31.0,31,1
I Won,99.33333333333333,98,3
I Won't Back Down,57.0,57,1
I Won't Give Up,39.266666666666666,8,45
I Won't Let Go,55.3,31,20
I Won't Let You Down,71.0,71,1
I Would Die 4 U,39.0,39,1
I Wouldn't Be A Man,92.0,92,1
I Wrote The Book,62.8421052631579,18,19
I'd Do Anything To Make You Smile,88.0,88,1
I'd Just Love To Lay You Down,92.0,92,1
I'll Be Home For Christmas,78.0,50,6
I'll Kill You,81.66666666666667,61,3
I'll Name The Dogs,70.94736842105263,56,19
I'll Never Love Again,67.57142857142857,36,7
I'll Show You,49.833333333333336,19,12
I'm A Mess,49.15,35,20
I'm A Slave 4 U,52.0,52,1
I'm All Yours,85.0,85,1
I'm Awesome,57.55555555555556,37,9
I'm Back,66.33333333333333,44,15
I'm Better,71.0,71,1
I'm Comin' Over,67.08695652173913,33,23
I'm Dat N***a,44.5,10,2
I'm Different,49.45,27,20
I'm Flexin',66.0,66,1
I'm Going In,83.33333333333333,69,3
I'm Gonna Be,52.0,33,2
I'm Gonna Love You,64.5,42,8
I'm Gonna Love You Through It,73.1,61,20
I'm Good (Blue),21.916666666666668,4,48
I'm In,71.06666666666666,60,15
I'm Into You,71.0,41,15
I'm Just Ken,89.66666666666667,87,3
I'm Not Gonna Miss You,90.0,90,1
I'm Not Gonna Teach Your Boyfriend To Dance With You,72.0,72,1
I'm Not Here To Make Friends,82.5,71,2
I'm Not The Only One,24.945945945945947,5,37
I'm On One,31.357142857142858,10,28
I'm Out,72.2,44,5
I'm Ready,76.73333333333333,36,15
I'm Single,82.0,82,1
I'm So Tired...,85.66666666666667,81,6
I'm Sorry,65.5,37,2
I'm That Girl,59.0,26,2
I'm The One,11.227272727272727,1,22
I'm The Only One,86.0,86,1
I'm The Plug,84.8,76,5
I'm Tired,79.5,53,4
I'm To Blame,100.0,100,1
I'm Upset,45.5,7,16
I've Been Waiting,77.66666666666667,62,9
I. Crawl,86.0,86,1
ICU,77.2,62,20
IDGAF,62.02173913043478,2,46
IDK NoMore,76.0,76,1
IDK That Bitch,77.0,59,2
IDOL,61.333333333333336,11,3
II Hands II Heaven,60.0,60,1
II Most Wanted,58.166666666666664,6,6
IMY2,47.0,22,2
INTRO,45.666666666666664,13,6
Ice,95.91666666666667,88,12
Ice Age,92.0,92,1
Ice Attack,42.5,13,2
Ice Cream,59.625,13,8
Ice Ice Baby,74.0,74,1
Ice Melts,73.5,62,2
Ice Tray,82.2,74,5
If Heaven Wasn't So Far Away,63.05,49,20
If I Can't Have You,17.17391304347826,2,23
If I Could Fly,83.0,83,1
If I Didn't Have You,70.15,49,20
If I Didn't Love You,33.72,15,25
If I Die Young,34.43396226415094,14,53
If I Had You,53.55,30,20
If I Lose Myself,82.4,74,5
If I Told You,68.63636363636364,53,11
If I Was A Cowboy,71.8,53,20
If I'm Lyin; I'm Flyin,76.33333333333333,56,3
If It Ain't Love,81.375,67,8
If It's Love,54.25,34,20
If Only,96.5,94,2
If Pain Was A Person,75.0,54,2
If The Boot Fits,88.0,80,3
If The World Was Ending,54.724137931034484,27,29
If This Was A Movie,31.5,10,2
If We Ever Meet Again,54.88235294117647,37,17
If You Know You Know,73.0,73,1
If You Only Knew,53.583333333333336,42,12
If You Want To,99.0,99,1
Iffy,91.875,71,8
Ignorantes,70.33333333333333,49,3
Igor's Theme,67.0,67,1
Igual Que Un Angel,63.5,22,10
Igualito A Mi Apa,86.83333333333333,80,6
Illicit Affairs,44.0,44,1
Illusion,63.64705882352941,43,17
Ilomilo,62.0,62,1
Ima Boss,65.0,51,2
Imagine,65.77777777777777,21,9
Imitadora,91.0,91,1
Imma Be,17.75,1,24
Immortal,67.42857142857143,11,7
Immortals,85.125,72,8
Imperfect For You,54.5,37,2
Impossible,34.95,13,20
In A Minute,39.07142857142857,14,28
In Between,75.53846153846153,53,13
In Case You Didn't Know,46.107142857142854,19,28
In Control,79.5,73,2
In Da Getto,93.33333333333333,90,3
In Ha Mood,76.5,58,16
In My Blood,29.73913043478261,11,23
In My Feelings,10.045454545454545,1,22
In My Head,29.1,5,40
In My Room,85.0,85,1
In The Bible,63.6,7,10
In The Dark,28.4,11,20
In The End,37.0,37,1
In The Name Of Love,41.82608695652174,24,23
In The Night,31.35,12,20
In The Stars,82.0,82,1
In Too Deep,71.0,71,1
In Your Arms,81.83333333333333,72,12
In Your Eyes,53.666666666666664,16,15
In Your Love,70.3,43,10
Indica Badu,56.0,56,1
Indifferent,92.5,91,2
Industry Baby,12.119047619047619,1,42
Infinite,97.0,97,1
Infinity,78.75,54,4
Infinity (888),83.0,83,1
Infrared,65.0,65,1
Inmortal,95.0,95,1
Innocent,27.0,27,1
Innocent (Taylor's Version),63.0,63,1
Insane,57.0,52,2
Insecurities,56.0,56,1
Institutionalized,99.0,99,1
Intentions,16.161290322580644,5,31
International Love,33.26923076923077,13,26
Internet,58.0,58,1
Into The Unknown,76.64285714285714,46,14
Into You,33.125,13,24
Intro,54.0,53,2
Intro (End Of The World),58.5,38,2
Intro (Hate On Me),36.0,36,1
Introducing Me,92.0,92,1
Inventing Shadows,20.0,20,1
Invisible,83.0,44,12
Invisible String,61.0,37,2
Iridescent,87.66666666666667,81,3
Iris,78.5,57,2
Irresistible,72.0,48,14
Is Anybody Out There?,95.5,92,2
Is It Over Now? (Taylor's Version) [From The Vault],21.272727272727273,1,22
Is That Alright?,63.0,63,1
Is There More,68.0,36,2
Is There Someone Else?,55.5,31,2
Isis,69.0,59,2
Isn't She Lovely,65.0,65,1
Issues,27.6,11,30
It Ain't Me,21.586206896551722,10,29
It Ain't My Fault,91.6875,79,16
It Ain't Safe,77.0,77,1
It All Comes Out In The Wash,76.0,70,2
It Don't Hurt Like It Used To,71.70588235294117,44,17
It Girl,34.72727272727273,17,22
It Goes Like This,49.0,25,22
It Kills Me,59.8,43,15
It Matters To Her,69.7,49,10
It Was Always You,74.33333333333333,45,3
It Will Rain,18.20689655172414,3,29
It Won't Stop,50.6,30,20
It's A Beautiful Day,94.0,94,1
It's A Man's; Man's Man's World,95.0,95,1
It's A Man's; Man's; Man's World,70.0,70,1
It's A Vibe,60.75,44,20
It's Beginning To Look A Lot Like Christmas,29.813953488372093,12,43
It's Everyday Bro,92.5,91,2
It's Goin' Down,87.5,77,4
It's Good,79.0,79,1
It's Nice To Have A Friend,92.0,92,1
It's Not Right But It's Okay,92.0,92,1
It's Not Unusual,65.0,65,1
It's Ok I'm Ok,42.5,20,10
It's The Most Wonderful Time Of The Year,17.615384615384617,5,39
It's Time,43.895833333333336,15,48
It's Up,58.2,28,5
It's You,79.0,59,16
Its Every Night Sis,80.0,80,1
Itty Bitty Piggy,82.0,82,1
Ivy,70.5,61,2
J Christ,69.0,69,1
Jack Sparrow,83.5,69,2
Jackie Chan,65.21052631578948,52,19
Jaded,80.41176470588235,32,17
Jail,55.666666666666664,10,3
Jail Pt 2,63.0,63,1
Jake's Piano - Long Island,59.5,41,2
Jam,97.0,97,1
Japan,55.4,28,15
Jar Of Hearts,41.75,17,32
Jealous,28.235294117647058,7,34
Jealousy,74.33333333333333,55,3
Jealousy; Jealousy,68.11111111111111,24,9
Jerika,86.0,86,1
Jerry Sprunger,84.4,44,10
Jersey,89.0,87,2
Jessie's Girl,61.333333333333336,23,3
Jesus Is Lord,63.0,63,1
Jesus Lord,60.5,26,2
Jet Black Heart,95.0,95,1
Jet Lag,72.0,72,1
Jimmy Choo,76.81818181818181,65,11
Jimmy Cooks,22.0,1,25
Jingle Bell Rock,15.878048780487806,3,41
Jingle Bells,35.6875,16,16
Jocelyn Flores,61.65,19,20
Joe,89.0,89,1
John,72.5,22,20
John Cougar; John Deere; John 3:16,58.6,40,20
John Doe,77.6,69,5
Johnny Dang,82.66666666666667,65,12
Johnny P's Caddy,72.0,72,1
Jolene,55.5,7,4
Jonah,59.0,27,2
Jonestown (Interlude),73.0,73,1
Jorja Interlude,66.0,49,2
Judas,37.375,10,8
Judge Judy,60.666666666666664,40,3
Jugaste y Sufri,78.85714285714286,69,7
Jugg,95.5,86,6
Juggernaut,69.5,40,2
Juice,92.55555555555556,82,9
Juice WRLD Did,55.0,55,1
Juicy,54.35,41,20
Juju On That Beat (TZ Anthem),20.857142857142858,5,21
July,95.4375,85,16
Jumbotron Shit Poppin,59.25,16,4
Jump,61.25,17,4
Jump Out The Face,94.5,91,2
Jump Out The Window,76.0,76,1
Jump Right In,76.13333333333334,53,15
Jumpin,89.0,89,1
Jumpin On A Jet,68.5,57,2
Jumpman,20.90625,12,32
Jumpsuit,69.25,50,4
Jungle,93.5,87,2
Juno,54.30769230769231,22,13
Junya,47.0,16,2
Just A Dream,14.678571428571429,3,28
Just A Fool,81.5,71,2
Just A Kiss,28.761904761904763,7,42
Just About Over You,94.71428571428571,81,7
Just Breathe,89.78571428571429,78,14
Just Can't Get Enough,21.0,3,31
Just Fishin',71.9,61,20
Just For Fun,59.0,59,1
Just Gettin' Started,67.83333333333333,54,18
Just Give Me A Reason,21.333333333333332,1,36
Just Hold On,85.16666666666667,52,6
Just How It Is,60.0,60,1
Just Keep Breathing,92.0,92,1
Just Like Fire,27.0,10,26
Just Like Magic,70.5,43,2
Just Like Me,67.0,67,1
Just Say Det,82.0,82,1
Just The Way,55.55,31,20
Just The Way You Are,19.142857142857142,1,49
Just Us,57.61538461538461,43,13
Just Wanna Rock,32.6875,10,32
Just What I Am,86.0,74,2
K-POP,47.25,7,8
KEII,83.0,83,1
KEKE,68.625,43,8
KIDS SEE GHOSTS,73.0,73,1
KIKA,69.83333333333333,44,6
KMT,63.5,48,2
KOD,57.0,10,12
Kacey Talk,81.0625,50,16
Kamikaze,75.4,16,5
Kant Nobody,66.0,66,1
Kanye Krazy,91.0,91,1
Karate Chop (Remix),89.66666666666667,82,12
Karma,32.21212121212121,2,33
Keanu Reeves,63.666666666666664,38,3
Keep Driving,50.5,25,2
Keep Going,57.0,57,1
Keep Going Up!,84.0,84,1
Keep It Burnin,15.0,15,1
Keep It G,71.0,71,1
Keep It Low,59.0,59,1
Keep Me In Mind,55.65,35,20
Keep My Spirit Alive,59.0,59,1
Keep On Lovin' You,80.66666666666667,68,15
Keep The Family Close,76.5,68,2
Keep Them Kisses Comin',83.9,72,10
Keep Up,96.0,96,1
Keep Your Head Up,65.2,53,20
Keep Your Money,99.0,99,1
Kehlani,40.57142857142857,24,21
Keith Whitley,62.0,44,2
Kelly Price,79.0,58,2
Kevin's Heart,54.6,8,5
Key To The Streets,80.81818181818181,70,11
Keys To My Life,55.0,55,1
Khe?,60.0,60,1
Kick The Dust Up,46.6,26,20
Kid On Christmas,93.5,93,2
Kids,96.0,96,1
Kill A Word,81.86666666666666,71,15
Kill Bill,14.346153846153847,1,52
Kill Em With Kindness,59.13333333333333,39,15
Kill Jay Z,55.0,55,1
Kill This Love,75.0,41,4
Killer,62.0,62,1
Killshot,53.75,3,8
Kinfolks,60.19047619047619,34,21
King,94.0,94,1
King Kunta,74.0909090909091,58,11
King Of Anything,48.77272727272727,32,22
King Of My City,86.33333333333333,69,3
King Snipe,100.0,100,1
King Wizard,93.0,91,2
King's Dead,51.7,21,20
Kings & Queens,37.333333333333336,13,27
Kings And Queens,100.0,100,1
Kings Never Die,88.0,80,2
Kiss,44.666666666666664,23,3
Kiss And Make Up,93.0,93,1
Kiss It Better,82.08333333333333,62,12
Kiss Me Kiss Me,28.0,28,1
Kiss Me More,14.511627906976743,3,43
Kiss Somebody,72.25,53,8
Kiss Tomorrow Goodbye,53.3,29,20
Kiss You,69.125,46,16
Kiss You In The Morning,70.64285714285714,55,14
Kisses Down Low,83.23076923076923,72,13
Kissin U,80.8,54,15
Knee Deep,34.95,18,20
Knife Talk,29.586206896551722,4,29
Knight Crawler,72.5,52,2
Knock Knock,88.0,88,1
Knocked Off,60.0,60,1
Knockin' Boots,53.04545454545455,31,22
Knockout,72.4,44,5
Know Like I Know,74.0,74,1
Know My Rights,75.0,75,1
Know No Better,95.0,87,3
Know Your Worth,79.625,57,8
Know Yourself,70.65,53,20
Knowing You,78.84210526315789,57,19
Kooda,69.25,50,8
Kream,96.0,96,1
Krippy Kush,86.0,75,5
Kryptonite,98.0,98,1
Krzy Train,90.0,90,1
Kush,68.6470588235294,34,17
Kyoto,83.0,74,4
L$D,81.33333333333333,62,3
L'amour De Ma Vie,64.0,34,6
L.A.LOVE (la la),58.55555555555556,27,18
LALALALA,90.0,90,1
LIFTED,94.0,94,1
LIGHTSKIN SH*T,53.0,53,1
La Bachata,82.80952380952381,67,21
La Bebe,27.434782608695652,11,23
La Bicicleta,95.0,95,1
La Cancion,93.25,84,8
La Corriente,87.28571428571429,32,14
La Diabla,44.65,20,20
La Dificil,70.8,33,5
La Droga,94.0,94,1
La Durango,75.0,75,1
La Fama,94.0,94,1
La Intencion,92.0,92,1
La Isla Bonita,99.0,99,1
La Jeepeta,96.2,93,10
La Jumpa,82.0,68,10
La La La,52.75757575757576,19,33
La La Land,86.72727272727273,75,11
La Modelo,79.38461538461539,59,13
La Noche de Anoche,72.82352941176471,53,17
La Patrulla,69.5,47,18
La People II,83.5,69,2
La Santa,72.5,53,2
La Toxica,98.0,95,4
La Victima,64.13333333333334,46,15
LaLa,63.85,43,20
Labios Mordidos,97.0,97,1
Labyrinth,57.0,14,5
Lace It,89.0,85,4
Lacy,55.333333333333336,23,3
Lady,70.6842105263158,52,19
Lady Gaga,53.45,35,20
Lady Is A Tramp,81.0,81,1
Lagunas,90.22222222222223,77,9
Lalala,75.0952380952381,55,21
Lalisa,84.0,84,1
Lamborghini Angels,92.0,92,1
Landed,39.0,39,1
Landslide,46.5,23,2
Last Christmas,29.804347826086957,4,46
Last Drive Down Main,65.0,65,1
Last Friday Night,72.0,72,1
Last Friday Night (T.G.I.F.),17.916666666666668,1,24
Last Hurrah,98.0,98,1
Last Kiss,71.0,71,1
Last Kiss (Taylor's Version),57.0,57,1
Last Lap,61.5,35,2
Last Last,68.63157894736842,44,19
Last Memory,61.0,54,2
Last Night,8.433333333333334,1,60
Last Night Lonely,56.55,27,20
Last One Standing,78.0,78,1
Last Shot,81.375,53,8
Last Time I Saw You,42.5,23,2
Last Time I Say Sorry,91.0,89,2
Last Time That I Checc'd,83.33333333333333,76,3
Latch,34.484848484848484,7,33
Late At Night,38.5,20,20
Late Night Talking,14.583333333333334,3,24
Late To Da Party (F*CK BET),67.0,67,1
Later On,93.0,86,9
Laugh Now Cry Later,12.241379310344827,2,29
Lavender Haze,31.06896551724138,2,29
Law,88.0,79,9
Lay It All On Me,71.0625,48,16
Lay It Down,76.6842105263158,64,19
Lay Me Down,59.32142857142857,8,28
Lazarus,40.0,40,1
Le Jazz Hot,94.0,94,1
Leaders,72.0,72,1
